,name,y,x,z,,,,,,,,,,h,dx,dy,dz,dd,,,,,fix,,,time,,description,,,,,,,,,,,,,,,,,,,,,,,,,,,,p
290,pt1386,877695.1451,2107409.0426,123.7072," 52:36:12.73208"," 41:26:36.58856",131.9838,,,,,,,2.0922,0.0053,0.0127,0.0137,0.0021,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 12:51:24.0,2022-02-02 12:51:26.0,2022-02-02 09:51:24.0,2022-02-02 09:51:26.0,кромка,2.0,41,32,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 00:23:21"," 158:44:46.30"," 00:10:12"," -00:21:00"," 42:50:24.00"," 52:36:12.73209"," 41:26:36.58856",123.7072,18982.4206," 351:12:23.49774",0.0000,,,,,,,0:0:2
291,pt1387,877694.9915,2107410.6437,123.6087," 52:36:12.72714"," 41:26:36.67363",131.8853,,,,,,,2.0922,0.0011,0.0036,0.0038,0.0017,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 12:51:36.0,2022-02-02 12:51:38.0,2022-02-02 09:51:36.0,2022-02-02 09:51:38.0,бровка,2.0,41,32,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 00:14:24"," 108:34:12.00"," 00:00:00"," -00:14:24"," 18:34:12.00"," 52:36:12.72715"," 41:26:36.67363",123.6087,18982.8176," 351:12:06.55999",0.0000,,,,,,,0:0:2
292,pt1388,877674.7701,2107410.2598,123.6480," 52:36:12.07295"," 41:26:36.65383",131.9246,,,,,,,2.0922,0.0044,0.0030,0.0053,0.0009,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 12:52:29.0,2022-02-02 12:52:31.0,2022-02-02 09:52:29.0,2022-02-02 09:52:31.0,барогр нач,2.0,40,32,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 01:50:19"," 223:54:56.11"," 01:43:12"," 00:39:00"," 23:12:36.00"," 52:36:12.07296"," 41:26:36.65383",123.6480,19002.7425," 351:12:44.25117",0.0000,,,,,,,0:0:2
293,pt1389,877679.6386,2107399.1537,123.6994," 52:36:12.23025"," 41:26:36.06356",131.9760,,,,,,,2.0922,0.0127,0.0143,0.0191,0.0009,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 12:53:08.0,2022-02-02 12:53:10.0,2022-02-02 09:53:08.0,2022-02-02 09:53:10.0,барогр нач,3.0,39,32,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 04:42:49"," 147:07:06.67"," -03:34:12"," 03:04:48"," 187:57:00.00"," 52:36:12.23026"," 41:26:36.06356",123.6994,18996.2370," 351:14:35.35539",0.0000,,,,,,,0:0:2
294,pt1390,877689.2057,2107399.7706,123.6943," 52:36:12.53977"," 41:26:36.09606",131.9709,,,,,,,2.0922,0.0036,0.0022,0.0042,0.0020,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 12:53:26.0,2022-02-02 12:53:28.0,2022-02-02 09:53:26.0,2022-02-02 09:53:28.0,барогр,2.0,41,33,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 01:48:03"," 276:32:07.83"," -00:54:00"," -01:33:36"," 216:30:36.00"," 52:36:12.53978"," 41:26:36.09606",123.6943,18986.8755," 351:14:12.90832",0.0000,,,,,,,0:0:2
295,pt1391,877701.1873,2107400.0435,123.7482," 52:36:12.92739"," 41:26:36.11020",132.0248,,,,,,,2.0922,0.0025,0.0007,0.0026,0.0006,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 12:53:44.0,2022-02-02 12:53:46.0,2022-02-02 09:53:44.0,2022-02-02 09:53:46.0,барогр,3.0,42,33,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 01:31:19"," 326:15:50.45"," 00:54:36"," -01:13:12"," 199:33:00.00"," 52:36:12.92740"," 41:26:36.11020",123.7482,18975.0752," 351:13:50.13326",0.0000,,,,,,,0:0:2
296,pt1392,877716.7043,2107399.8787,123.7490," 52:36:13.42937"," 41:26:36.10099",132.0256,,,,,,,2.0922,0.0082,0.0062,0.0102,0.0007,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 12:54:14.0,2022-02-02 12:54:16.0,2022-02-02 09:54:14.0,2022-02-02 09:54:16.0,барогр нач,2.0,42,33,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 02:15:50"," 84:48:04.41"," 01:21:36"," 01:48:36"," 211:42:36.00"," 52:36:13.42939"," 41:26:36.10099",123.7490,18959.7145," 351:13:26.16804",0.0000,,,,,,,0:0:2
297,pt1393,877718.0384,2107399.2726,123.7439," 52:36:13.47252"," 41:26:36.06874",132.0205,,,,,,,2.0922,0.0010,0.0005,0.0011,0.0017,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 12:54:27.0,2022-02-02 12:54:29.0,2022-02-02 09:54:27.0,2022-02-02 09:54:29.0,бровка,2.0,42,33,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 00:52:36"," 230:46:56.52"," -00:44:24"," -00:28:12"," 198:21:36.00"," 52:36:13.47254"," 41:26:36.06874",123.7439,18958.3035," 351:13:30.47041",0.0000,,,,,,,0:0:2
298,pt1394,877717.8939,2107405.4767,123.9067," 52:36:13.46796"," 41:26:36.39841",132.1833,,,,,,,2.0922,0.0068,0.0070,0.0098,0.0050,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 12:54:45.0,2022-02-02 12:54:47.0,2022-02-02 09:54:45.0,2022-02-02 09:54:47.0,ось,2.0,40,33,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 00:06:23"," 69:10:33.41"," -00:04:48"," -00:04:12"," 27:59:24.00"," 52:36:13.46797"," 41:26:36.39841",123.9067,18959.3931," 351:12:24.00178",0.0000,,,,,,,0:0:2
299,pt1395,877717.0954,2107411.8520,123.5327," 52:36:13.44224"," 41:26:36.73719",131.8093,,,,,,,2.0922,0.0015,0.0021,0.0025,0.0018,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 12:55:11.0,2022-02-02 12:55:13.0,2022-02-02 09:55:11.0,2022-02-02 09:55:13.0,бровка,2.0,40,33,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 00:29:33"," 282:21:07.23"," -00:12:00"," 00:27:00"," 348:23:24.00"," 52:36:13.44225"," 41:26:36.73719",123.5327,18961.1593," 351:11:16.79081",0.0000,,,,,,,0:0:2
300,pt1396,877711.3931,2107410.9878,123.6957," 52:36:13.25775"," 41:26:36.69144",131.9723,,,,,,,2.0922,0.0076,0.0030,0.0082,0.0081,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 12:56:07.0,2022-02-02 12:56:09.0,2022-02-02 09:56:07.0,2022-02-02 09:56:09.0,барогр нач,3.0,41,34,0.9000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 02:08:40"," 01:38:02.54"," -01:03:00"," 01:52:12"," 62:19:48.00"," 52:36:13.25776"," 41:26:36.69144",123.6957,18966.6614," 351:11:35.57805",0.0000,,,,,,,0:0:2
301,pt1397,877701.8685,2107409.9871,123.7390," 52:36:12.94960"," 41:26:36.63854",132.0156,,,,,,,2.0922,0.0007,0.0009,0.0012,0.0011,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 12:56:29.0,2022-02-02 12:56:31.0,2022-02-02 09:56:29.0,2022-02-02 09:56:31.0,барогр,2.0,41,34,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 04:22:11"," 241:29:20.90"," 03:57:00"," 01:52:12"," 36:07:48.00"," 52:36:12.94962"," 41:26:36.63854",123.7390,18975.9205," 351:12:02.17941",0.0000,,,,,,,0:0:2
302,pt1398,877689.8704,2107410.1162,123.6718," 52:36:12.56145"," 41:26:36.64576",131.9484,,,,,,,2.0922,0.0008,0.0010,0.0012,0.0009,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 12:56:49.0,2022-02-02 12:56:51.0,2022-02-02 09:56:49.0,2022-02-02 09:56:51.0,барогр,5.0,39,33,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 01:33:25"," 184:53:20.69"," 00:58:48"," -01:12:36"," 55:53:24.00"," 52:36:12.56147"," 41:26:36.64576",123.6718,18987.7976," 351:12:20.73201",0.0000,,,,,,,0:0:2
303,pt1399,877695.7285,2107412.8399,122.6362," 52:36:12.75102"," 41:26:36.79031",130.9128,,,,,,,2.0922,0.0017,0.0009,0.0019,0.0011,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 12:57:46.0,2022-02-02 12:57:48.0,2022-02-02 09:57:46.0,2022-02-02 09:57:48.0,оголовок,3.0,39,32,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 01:28:22"," 114:52:29.47"," 00:55:12"," -01:09:00"," 346:13:12.00"," 52:36:12.75103"," 41:26:36.79031",122.6362,18982.4290," 351:11:41.75046",0.0000,,,,,,,0:0:2
304,pt1400,877695.7597,2107412.9306,121.1211," 52:36:12.75203"," 41:26:36.79513",129.3977,,,,,,,2.0922,0.0010,0.0019,0.0021,0.0026,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 12:59:16.0,2022-02-02 12:59:18.0,2022-02-02 09:59:16.0,2022-02-02 09:59:18.0,труба низ,2.0,38,31,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 03:09:39"," 63:32:26.88"," 02:12:00"," -02:16:12"," 289:27:36.00"," 52:36:12.75204"," 41:26:36.79513",121.1211,18982.4179," 351:11:40.72471",0.0000,,,,,,,0:0:2
305,pt1401,877695.2021,2107416.3623,121.0558," 52:36:12.73405"," 41:26:36.97749",129.3324,,,,,,,2.0922,0.0045,0.0099,0.0109,0.0021,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 12:59:36.0,2022-02-02 12:59:38.0,2022-02-02 09:59:36.0,2022-02-02 09:59:38.0,укр,2.0,37,31,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 02:06:42"," 185:35:22.63"," 01:35:24"," 01:23:24"," 324:25:12.00"," 52:36:12.73407"," 41:26:36.97749",121.0557,18983.4948," 351:11:04.80380",0.0000,,,,,,,0:0:2
306,pt1402,877694.7912,2107417.2383,120.7025," 52:36:12.72077"," 41:26:37.02405",128.9791,,,,,,,2.0922,0.0052,0.0021,0.0056,0.0051,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 12:59:45.0,2022-02-02 12:59:47.0,2022-02-02 09:59:45.0,2022-02-02 09:59:47.0,укр,3.0,38,31,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 02:10:04"," 26:21:53.17"," -01:51:00"," -01:07:48"," 354:56:24.00"," 52:36:12.72079"," 41:26:37.02405",120.7025,18984.0366," 351:10:56.08224",0.0000,,,,,,,0:0:2
307,pt1403,877693.9173,2107417.6935,120.9212," 52:36:12.69251"," 41:26:37.04826",129.1978,,,,,,,2.0922,0.0036,0.0007,0.0037,0.0023,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 13:00:02.0,2022-02-02 13:00:04.0,2022-02-02 10:00:02.0,2022-02-02 10:00:04.0,рельеф,3.0,37,30,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 02:51:03"," 19:31:49.04"," -02:04:48"," 01:57:00"," 62:42:00.00"," 52:36:12.69252"," 41:26:37.04826",120.9212,18984.9691," 351:10:52.64989",0.0000,,,,,,,0:0:2
308,pt1404,877694.4879,2107420.4931,120.6835," 52:36:12.70953"," 41:26:37.19700",128.9601,,,,,,,2.0922,0.0017,0.0020,0.0026,0.0046,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 13:00:18.0,2022-02-02 13:00:20.0,2022-02-02 10:00:18.0,2022-02-02 10:00:20.0,рельеф,2.0,37,31,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 01:56:51"," 244:51:26.57"," 01:46:48"," 00:47:24"," 40:55:12.00"," 52:36:12.70955"," 41:26:37.19700",120.6835,18984.8810," 351:10:21.71797",0.0000,,,,,,,0:0:2
309,pt1405,877695.2843,2107421.3641,120.7442," 52:36:12.73680"," 41:26:37.24326",129.0208,,,,,,,2.0922,0.0019,0.0019,0.0027,0.0023,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 13:00:36.0,2022-02-02 13:00:38.0,2022-02-02 10:00:36.0,2022-02-02 10:00:38.0,рельеф,2.0,37,30,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 01:01:44"," 199:52:46.84"," 00:51:00"," 00:34:48"," 345:34:12.00"," 52:36:12.73681"," 41:26:37.24326",120.7442,18984.1820," 351:10:10.96169",0.0000,,,,,,,0:0:2
310,pt1406,877696.0624,2107419.5448,120.5695," 52:36:12.76194"," 41:26:37.14657",128.8461,,,,,,,2.0922,0.0024,0.0014,0.0028,0.0062,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 13:00:57.0,2022-02-02 13:00:59.0,2022-02-02 10:00:57.0,2022-02-02 10:00:59.0,рельеф,2.0,38,32,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 06:33:54"," 179:23:49.13"," -00:51:00"," 06:30:36"," 261:59:24.00"," 52:36:12.76195"," 41:26:37.14657",120.5695,18983.1347," 351:10:29.19877",0.0000,,,,,,,0:0:2
311,pt1407,877696.4874,2107419.7712,121.0960," 52:36:12.77421"," 41:26:37.15859",129.3726,,,,,,,2.0922,0.0082,0.0025,0.0085,0.0032,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 13:01:03.0,2022-02-02 13:01:05.0,2022-02-02 10:01:03.0,2022-02-02 10:01:05.0,рельеф,3.0,37,31,1.1000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 05:51:57"," 213:17:26.45"," 00:25:48"," 05:51:00"," 307:28:48.00"," 52:36:12.77422"," 41:26:37.15859",121.0960,18982.7927," 351:10:26.13548",0.0000,,,,,,,0:0:2
312,pt1408,877696.9334,2107417.7974,120.6926," 52:36:12.79009"," 41:26:37.05369",128.9692,,,,,,,2.0922,0.0042,0.0043,0.0060,0.0009,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 13:01:14.0,2022-02-02 13:01:16.0,2022-02-02 10:01:14.0,2022-02-02 10:01:16.0,рельеф,3.0,37,31,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 03:30:47"," 171:32:56.62"," -01:07:12"," 03:19:48"," 242:58:48.00"," 52:36:12.79010"," 41:26:37.05369",120.6926,18982.0054," 351:10:46.50952",0.0000,,,,,,,0:0:2
313,pt1409,877699.0970,2107417.2948,121.0636," 52:36:12.86007"," 41:26:37.02693",129.3402,,,,,,,2.0922,0.0026,0.0037,0.0045,0.0036,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 13:01:29.0,2022-02-02 13:01:31.0,2022-02-02 10:01:29.0,2022-02-02 10:01:31.0,рельеф,2.0,37,31,1.1000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 05:17:50"," 188:36:48.46"," 02:37:48"," 04:36:00"," 308:18:36.00"," 52:36:12.86009"," 41:26:37.02693",121.0636,18979.7889," 351:10:48.30149",0.0000,,,,,,,0:0:2
314,pt1410,877699.2770,2107416.1366,121.0779," 52:36:12.86588"," 41:26:36.96537",129.3545,,,,,,,2.0922,0.0045,0.0246,0.0250,0.0039,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 13:01:36.0,2022-02-02 13:01:38.0,2022-02-02 10:01:36.0,2022-02-02 10:01:38.0,рельеф,2.0,38,32,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 03:41:29"," 112:33:44.46"," 02:40:12"," 02:33:00"," 248:51:00.00"," 52:36:12.86589"," 41:26:36.96537",121.0779,18979.4334," 351:11:00.44108",0.0000,,,,,,,0:0:2
315,pt1411,877701.8681,2107418.0914,121.5793," 52:36:12.94974"," 41:26:37.06917",129.8559,,,,,,,2.0922,0.0074,0.0036,0.0082,0.0018,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 13:01:51.0,2022-02-02 13:01:53.0,2022-02-02 10:01:51.0,2022-02-02 10:01:53.0,подошва,2.0,38,31,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 02:52:31"," 200:06:24.51"," -01:17:24"," 02:34:12"," 263:28:12.00"," 52:36:12.94975"," 41:26:37.06917",121.5793,18977.1707," 351:10:35.12739",0.0000,,,,,,,0:0:2
316,pt1412,877701.8614,2107420.4102,121.4900," 52:36:12.94956"," 41:26:37.19238",129.7666,,,,,,,2.0922,0.0108,0.0220,0.0245,0.0026,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 13:02:00.0,2022-02-02 13:02:06.0,2022-02-02 10:02:00.0,2022-02-02 10:02:06.0,подошва,3.0,39,32,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 01:33:02"," 268:27:01.47"," -01:09:00"," 01:02:24"," 310:34:48.00"," 52:36:12.94957"," 41:26:37.19238",121.4900,18977.5335," 351:10:10.23304",0.0000,,,,,,,0:0:6
317,pt1413,877698.8761,2107421.7843,121.1939," 52:36:12.83813"," 41:26:37.26550",129.4705,,,,,,,2.0922,0.0048,0.0029,0.0056,0.0022,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 13:02:21.0,2022-02-02 13:02:23.0,2022-02-02 10:02:21.0,2022-02-02 10:02:23.0,рельеф,3.0,37,31,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 00:42:12"," 267:22:59.86"," 00:36:36"," -00:21:00"," 117:13:48.00"," 52:36:12.83814"," 41:26:37.26550",121.1939,18981.1500," 351:10:01.22515",0.0000,,,,,,,0:0:2
318,pt1414,877695.6567,2107424.9384,121.1432," 52:36:12.74891"," 41:26:37.43317",129.4198,,,,,,,2.0922,0.0013,0.0005,0.0014,0.0016,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 13:02:32.0,2022-02-02 13:02:34.0,2022-02-02 10:02:32.0,2022-02-02 10:02:34.0,рельеф,2.0,39,32,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 05:35:23"," 148:42:15.87"," -03:09:00"," -04:37:12"," 92:55:12.00"," 52:36:12.74893"," 41:26:37.43317",121.1432,18984.3615," 351:09:31.96443",0.0000,,,,,,,0:0:2
319,pt1415,877694.0505,2107425.2042,121.1595," 52:36:12.69695"," 41:26:37.44734",129.4361,,,,,,,2.0922,0.0038,0.0032,0.0050,0.0065,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 13:02:43.0,2022-02-02 13:02:45.0,2022-02-02 10:02:43.0,2022-02-02 10:02:45.0,рельеф,2.0,38,31,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 00:35:25"," 81:22:53.28"," 00:06:36"," 00:34:48"," 182:07:12.00"," 52:36:12.69697"," 41:26:37.44734",121.1595,18985.9894," 351:09:31.79357",0.0000,,,,,,,0:0:2
320,pt1416,877690.8977,2107425.5054,121.3589," 52:36:12.59496"," 41:26:37.46344",129.6355,,,,,,,2.0922,0.0032,0.0014,0.0035,0.0006,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 13:02:55.0,2022-02-02 13:02:57.0,2022-02-02 10:02:55.0,2022-02-02 10:02:57.0,рельеф,3.0,35,29,1.1000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 01:31:39"," 260:51:18.64"," 01:26:24"," -00:30:36"," 100:21:36.00"," 52:36:12.59498"," 41:26:37.46344",121.3589,18989.1503," 351:09:33.82374",0.0000,,,,,,,0:0:2
321,pt1417,877689.5713,2107425.6210,121.3701," 52:36:12.55206"," 41:26:37.46916",129.6467,,,,,,,2.0922,0.0066,0.0036,0.0075,0.0037,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 13:03:04.0,2022-02-02 13:03:06.0,2022-02-02 10:03:04.0,2022-02-02 10:03:06.0,рельеф,2.0,37,31,1.1000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 00:57:45"," 349:37:47.83"," 00:04:12"," 00:57:36"," 83:48:00.00"," 52:36:12.55207"," 41:26:37.46916",121.3701,18990.4773," 351:09:34.88986",0.0000,,,,,,,0:0:2
322,pt1418,877691.0524,2107428.5596,121.3150," 52:36:12.60002"," 41:26:37.62572",129.5916,,,,,,,2.0922,0.0003,0.0086,0.0086,0.0042,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 13:03:58.0,2022-02-02 13:04:00.0,2022-02-02 10:03:58.0,2022-02-02 10:04:00.0,рельеф,2.0,37,32,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 00:22:41"," 50:05:11.24"," -00:18:00"," -00:13:48"," 12:36:36.00"," 52:36:12.60004"," 41:26:37.62572",121.3150,18989.4672," 351:09:00.78427",0.0000,,,,,,,0:0:2
323,pt1419,877688.6309,2107431.9051,121.5082," 52:36:12.52174"," 41:26:37.80356",129.7848,,,,,,,2.0922,0.0269,0.0125,0.0296,0.0017,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 13:04:09.0,2022-02-02 13:04:11.0,2022-02-02 10:04:09.0,2022-02-02 10:04:11.0,рельеф,3.0,36,31,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 00:18:37"," 56:34:39.51"," -00:17:24"," 00:06:36"," 77:21:00.00"," 52:36:12.52176"," 41:26:37.80356",121.5082,18992.3741," 351:08:28.92834",0.0000,,,,,,,0:0:2
324,pt1420,877688.6662,2107432.5501,121.3880," 52:36:12.52290"," 41:26:37.83783",129.6646,,,,,,,2.0922,0.0036,0.0038,0.0053,0.0048,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 13:04:20.0,2022-02-02 13:04:22.0,2022-02-02 10:04:20.0,2022-02-02 10:04:22.0,канава,2.0,36,30,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 03:44:21"," 288:30:15.34"," 01:04:48"," 03:34:48"," 35:16:12.00"," 52:36:12.52291"," 41:26:37.83783",121.3880,18992.4390," 351:08:21.94737",0.0000,,,,,,,0:0:2
325,pt1421,877687.9476,2107433.9948,121.6229," 52:36:12.49968"," 41:26:37.91461",129.8995,,,,,,,2.0922,0.0068,0.0025,0.0072,0.0024,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 13:04:35.0,2022-02-02 13:04:37.0,2022-02-02 10:04:35.0,2022-02-02 10:04:37.0,рельеф,2.0,37,30,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 02:24:42"," 76:53:19.86"," -01:40:12"," -01:44:24"," 30:42:00.00"," 52:36:12.49969"," 41:26:37.91461",121.6229,18993.3706," 351:08:07.64696",0.0000,,,,,,,0:0:2
326,pt1422,877687.8584,2107435.5989,121.5309," 52:36:12.49682"," 41:26:37.99985",129.8075,,,,,,,2.0922,0.0012,0.0025,0.0027,0.0018,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 13:04:48.0,2022-02-02 13:04:50.0,2022-02-02 10:04:48.0,2022-02-02 10:04:50.0,канава,2.0,38,30,1.1000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 00:11:39"," 319:18:05.07"," -00:09:36"," 00:06:36"," 353:48:36.00"," 52:36:12.49683"," 41:26:37.99985",121.5309,18993.7065," 351:07:50.58382",0.0000,,,,,,,0:0:2
327,pt1423,877685.8944,2107439.3561,121.8965," 52:36:12.43335"," 41:26:38.19955",130.1731,,,,,,,2.0922,0.0009,0.0029,0.0030,0.0031,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 13:06:50.0,2022-02-02 13:06:52.0,2022-02-02 10:06:50.0,2022-02-02 10:06:52.0,опжб 310 л9-94,2.0,33,28,1.1000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 05:21:43"," 121:07:49.82"," -00:59:24"," -05:16:12"," 41:44:24.00"," 52:36:12.43336"," 41:26:38.19955",121.8965,18996.2251," 351:07:13.56128",0.0000,,,,,,,0:0:2
328,pt1424,877684.7029,2107442.7750,121.9703," 52:36:12.39486"," 41:26:38.38125",130.2469,,,,,,,2.0922,0.0051,0.0021,0.0055,0.0030,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 13:07:11.0,2022-02-02 13:07:13.0,2022-02-02 10:07:11.0,2022-02-02 10:07:13.0,рельеф,2.0,37,31,1.0000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 04:09:12"," 242:29:28.85"," 02:05:24"," 03:35:24"," 02:39:36.00"," 52:36:12.39488"," 41:26:38.38125",121.9703,18997.9301," 351:06:38.88201",0.0000,,,,,,,0:0:2
329,pt1425,877684.5615,2107446.9014,122.3017," 52:36:12.39036"," 41:26:38.60051",130.5783,,,,,,,2.0922,0.0028,0.0003,0.0028,0.0017,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 13:07:31.0,2022-02-02 13:07:33.0,2022-02-02 10:07:31.0,2022-02-02 10:07:33.0,опжб 310 л9-100,2.0,33,27,1.3000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 03:07:17"," 268:46:40.84"," 01:10:48"," 02:53:24"," 20:58:12.00"," 52:36:12.39037"," 41:26:38.60051",122.3017,18998.7066," 351:05:54.85721",0.0000,,,,,,,0:0:2
330,pt1426,877676.9191,2107439.4727,121.5515," 52:36:12.14299"," 41:26:38.20601",129.8281,,,,,,,2.0922,0.0085,0.0184,0.0202,0.0045,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 13:08:09.0,2022-02-02 13:08:11.0,2022-02-02 10:08:09.0,2022-02-02 10:08:11.0,рельеф,2.0,35,29,1.1000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 00:59:31"," 273:47:03.07"," 00:36:00"," -00:47:24"," 146:34:12.00"," 52:36:12.14300"," 41:26:38.20601",121.5515,19005.1123," 351:07:27.34798",0.0000,,,,,,,0:0:2
331,pt1427,877674.8101,2107434.9251,121.1401," 52:36:12.07468"," 41:26:37.96443",129.4167,,,,,,,2.0922,0.0049,0.0008,0.0050,0.0026,2.0000,Веха(P),EFT:M2,3,RTK ФИКС.,2022-02-02 13:08:22.0,2022-02-02 13:08:24.0,2022-02-02 10:08:22.0,2022-02-02 10:08:24.0,рельеф,2.0,36,31,1.1000,10,," 52:46:19.50365"," 41:24:01.24956",232.1455,0.0000," 00:38:13"," 19:08:09.78"," 00:28:12"," 00:25:48"," 156:40:48.00"," 52:36:12.07469"," 41:26:37.96443",121.1401,19006.4966," 351:08:19.64268",0.0000,,,,,,,0:0:2
